Transaction ID,Datetime,Merchant,Category,Amount,Description,Balance
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,Amazon,Social Media Purchases,,Debit at Amazon for Social Media Purchases,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,UberEats,Beauty Products,,Debit at UberEats for Beauty Products,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,Netflix,Streaming Subscription,,Debit at Netflix for Streaming Subscription,
,,Spotify,Gaming,,Debit at Spotify for Gaming,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,UberEats,Beauty Products,,Debit at UberEats for Beauty Products,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,UberEats,Beauty Products,,Debit at UberEats for Beauty Products,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Apple Store,Streaming Subscription,,Debit at Apple Store for Streaming Subscription,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,H&M,Gaming,,Debit at H&M for Gaming,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,Apple Store,Streaming Subscription,,Debit at Apple Store for Streaming Subscription,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Shein,Beauty Products,,Debit at Shein for Beauty Products,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Netflix,Tech Gadgets,,Debit at Netflix for Tech Gadgets,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Starbucks,Gaming,,Debit at Starbucks for Gaming,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,H&M,Tech Gadgets,,Debit at H&M for Tech Gadgets,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Sephora,Gaming,,Debit at Sephora for Gaming,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,PlayStation Store,Tech Gadgets,,Debit at PlayStation Store for Tech Gadgets,
,,PlayStation Store,Beauty Products,,Debit at PlayStation Store for Beauty Products,
,,Apple Store,Coffee,,Debit at Apple Store for Coffee,
,,PlayStation Store,Gaming,,Debit at PlayStation Store for Gaming,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,H&M,Gaming,,Debit at H&M for Gaming,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,Shein,Beauty Products,,Debit at Shein for Beauty Products,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,UberEats,Tech Gadgets,,Debit at UberEats for Tech Gadgets,
,,Spotify,Gaming,,Debit at Spotify for Gaming,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Spotify,Tech Gadgets,,Debit at Spotify for Tech Gadgets,
,,Netflix,Tech Gadgets,,Debit at Netflix for Tech Gadgets,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,PlayStation Store,Gaming,,Debit at PlayStation Store for Gaming,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,Apple Store,Streaming Subscription,,Debit at Apple Store for Streaming Subscription,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,TikTok Shop,Social Media Purchases,,Debit at TikTok Shop for Social Media Purchases,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,Sephora,Gaming,,Debit at Sephora for Gaming,
,,Netflix,Beauty Products,,Debit at Netflix for Beauty Products,
,,Apple Store,Gaming,,Debit at Apple Store for Gaming,
,,Shein,Gaming,,Debit at Shein for Gaming,
,,Starbucks,Tech Gadgets,,Debit at Starbucks for Tech Gadgets,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,Starbucks,Beauty Products,,Debit at Starbucks for Beauty Products,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,UberEats,Gaming,,Debit at UberEats for Gaming,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,TikTok Shop,Gaming,,Debit at TikTok Shop for Gaming,
,,H&M,Clothing,,Debit at H&M for Clothing,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,TikTok Shop,Beauty Products,,Debit at TikTok Shop for Beauty Products,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Starbucks,Gaming,,Debit at Starbucks for Gaming,
,,Sephora,Gaming,,Debit at Sephora for Gaming,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Shein,Beauty Products,,Debit at Shein for Beauty Products,
,,UberEats,Beauty Products,,Debit at UberEats for Beauty Products,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Apple Store,Clothing,,Debit at Apple Store for Clothing,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,PlayStation Store,Gaming,,Debit at PlayStation Store for Gaming,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,Netflix,Social Media Purchases,,Debit at Netflix for Social Media Purchases,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,PlayStation Store,Social Media Purchases,,Debit at PlayStation Store for Social Media Purchases,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,Starbucks,Food Delivery,,Debit at Starbucks for Food Delivery,
,,PlayStation Store,Food Delivery,,Debit at PlayStation Store for Food Delivery,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,UberEats,Social Media Purchases,,Debit at UberEats for Social Media Purchases,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Apple Store,Tech Gadgets,,Debit at Apple Store for Tech Gadgets,
,,Spotify,Gaming,,Debit at Spotify for Gaming,
,,Netflix,Streaming Subscription,,Debit at Netflix for Streaming Subscription,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,TikTok Shop,Clothing,,Debit at TikTok Shop for Clothing,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Starbucks,Coffee,,Debit at Starbucks for Coffee,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,UberEats,Tech Gadgets,,Debit at UberEats for Tech Gadgets,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,Apple Store,Beauty Products,,Debit at Apple Store for Beauty Products,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,UberEats,Food Delivery,,Debit at UberEats for Food Delivery,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Amazon,Streaming Subscription,,Debit at Amazon for Streaming Subscription,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,Starbucks,Clothing,,Debit at Starbucks for Clothing,
,,Spotify,Social Media Purchases,,Debit at Spotify for Social Media Purchases,
,,Starbucks,Tech Gadgets,,Debit at Starbucks for Tech Gadgets,
,,Sephora,Clothing,,Debit at Sephora for Clothing,
,,H&M,Social Media Purchases,,Debit at H&M for Social Media Purchases,
,,UberEats,Food Delivery,,Debit at UberEats for Food Delivery,
,,Sephora,Streaming Subscription,,Debit at Sephora for Streaming Subscription,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,Spotify,Food Delivery,,Debit at Spotify for Food Delivery,
,,Amazon,Tech Gadgets,,Debit at Amazon for Tech Gadgets,
,,TikTok Shop,Streaming Subscription,,Debit at TikTok Shop for Streaming Subscription,
,,Spotify,Streaming Subscription,,Debit at Spotify for Streaming Subscription,
,,Netflix,Gaming,,Debit at Netflix for Gaming,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,H&M,Beauty Products,,Debit at H&M for Beauty Products,
,,Sephora,Social Media Purchases,,Debit at Sephora for Social Media Purchases,
,,Sephora,Beauty Products,,Debit at Sephora for Beauty Products,
,,Sephora,Streaming Subscription,,Debit at Sephora for Streaming Subscription,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,Spotify,Food Delivery,,Debit at Spotify for Food Delivery,
,,Shein,Clothing,,Debit at Shein for Clothing,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Sephora,Food Delivery,,Debit at Sephora for Food Delivery,
,,Netflix,Streaming Subscription,,Debit at Netflix for Streaming Subscription,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Sephora,Social Media Purchases,,Debit at Sephora for Social Media Purchases,
,,UberEats,Food Delivery,,Debit at UberEats for Food Delivery,
,,Amazon,Gaming,,Debit at Amazon for Gaming,
,,Amazon,Food Delivery,,Debit at Amazon for Food Delivery,
,,Netflix,Beauty Products,,Debit at Netflix for Beauty Products,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Spotify,Clothing,,Debit at Spotify for Clothing,
,,Shein,Coffee,,Debit at Shein for Coffee,
,,Starbucks,Streaming Subscription,,Debit at Starbucks for Streaming Subscription,
,,UberEats,Clothing,,Debit at UberEats for Clothing,
,,TikTok Shop,Food Delivery,,Debit at TikTok Shop for Food Delivery,
,,Amazon,Clothing,,Debit at Amazon for Clothing,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
,,Sephora,Streaming Subscription,,Debit at Sephora for Streaming Subscription,
,,TikTok Shop,Tech Gadgets,,Debit at TikTok Shop for Tech Gadgets,
,,TikTok Shop,Coffee,,Debit at TikTok Shop for Coffee,
,,Shein,Beauty Products,,Debit at Shein for Beauty Products,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Shein,Food Delivery,,Debit at Shein for Food Delivery,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Netflix,Coffee,,Debit at Netflix for Coffee,
,,UberEats,Tech Gadgets,,Debit at UberEats for Tech Gadgets,
,,Netflix,Gaming,,Debit at Netflix for Gaming,
,,Shein,Tech Gadgets,,Debit at Shein for Tech Gadgets,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,Spotify,Beauty Products,,Debit at Spotify for Beauty Products,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,Sephora,Tech Gadgets,,Debit at Sephora for Tech Gadgets,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,Amazon,Coffee,,Debit at Amazon for Coffee,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,H&M,Food Delivery,,Debit at H&M for Food Delivery,
,,PlayStation Store,Streaming Subscription,,Debit at PlayStation Store for Streaming Subscription,
,,Amazon,Beauty Products,,Debit at Amazon for Beauty Products,
,,PlayStation Store,Coffee,,Debit at PlayStation Store for Coffee,
,,PlayStation Store,Clothing,,Debit at PlayStation Store for Clothing,
,,Shein,Streaming Subscription,,Debit at Shein for Streaming Subscription,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Sephora,Coffee,,Debit at Sephora for Coffee,
,,Spotify,Coffee,,Debit at Spotify for Coffee,
,,Netflix,Clothing,,Debit at Netflix for Clothing,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,UberEats,Streaming Subscription,,Debit at UberEats for Streaming Subscription,
,,UberEats,Coffee,,Debit at UberEats for Coffee,
,,H&M,Coffee,,Debit at H&M for Coffee,
,,H&M,Streaming Subscription,,Debit at H&M for Streaming Subscription,
,,Netflix,Food Delivery,,Debit at Netflix for Food Delivery,
,,Apple Store,Food Delivery,,Debit at Apple Store for Food Delivery,
,,Starbucks,Social Media Purchases,,Debit at Starbucks for Social Media Purchases,
